,country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
680503,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-08,11.0,39.0,,,-16.0,5.0
680504,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-09,5.0,30.0,,,-16.0,5.0
680505,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-10,6.0,33.0,,,-13.0,4.0
680506,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-11,6.0,37.0,,,-15.0,5.0
680507,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-12,3.0,36.0,,,-17.0,6.0
680508,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-13,7.0,44.0,,,-6.0,5.0
680509,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-14,17.0,39.0,,,-2.0,
680510,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-15,13.0,38.0,,,-14.0,4.0
680511,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-16,15.0,34.0,,,-14.0,5.0
680512,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-17,11.0,35.0,,,-15.0,4.0
680513,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-18,15.0,43.0,,,-12.0,2.0
680514,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-19,17.0,52.0,,,-17.0,2.0
680515,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-20,27.0,60.0,,,-2.0,1.0
680516,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-21,44.0,61.0,,,0.0,
680517,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-22,26.0,44.0,,,-20.0,3.0
680518,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-23,19.0,37.0,,,-18.0,4.0
680519,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-24,17.0,49.0,,,-15.0,4.0
680520,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-25,25.0,49.0,,,-13.0,1.0
680521,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-26,24.0,56.0,,,-16.0,2.0
680522,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-27,40.0,76.0,,,-1.0,1.0
680523,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-28,56.0,81.0,,,0.0,
680524,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-29,55.0,62.0,,,-21.0,2.0
680525,CA,Canada,British Columbia,Okanagan-Similkameen,2020-06-30,54.0,62.0,,,-18.0,2.0
680526,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-01,33.0,61.0,,,-51.0,10.0
680527,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-02,50.0,63.0,,,-21.0,3.0
680528,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-03,55.0,69.0,,,-24.0,3.0
680529,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-04,61.0,75.0,,,-2.0,-1.0
680530,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-05,82.0,84.0,,,0.0,
680531,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-06,52.0,62.0,,,-20.0,3.0
680532,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-07,44.0,50.0,,,-18.0,3.0
680533,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-08,37.0,51.0,,,-16.0,2.0
680534,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-09,42.0,57.0,,,-16.0,3.0
680535,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-10,41.0,57.0,,,-17.0,2.0
680536,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-11,55.0,73.0,,,2.0,0.0
680537,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-12,76.0,86.0,,,4.0,
680538,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-13,58.0,67.0,,,-19.0,2.0
680539,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-14,47.0,52.0,,,-16.0,2.0
680540,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-15,42.0,56.0,,,-15.0,2.0
680541,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-16,47.0,64.0,,,-15.0,3.0
680542,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-17,44.0,67.0,,,-18.0,3.0
680543,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-18,58.0,75.0,,,5.0,-1.0
680544,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-19,79.0,85.0,,,3.0,
680545,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-20,62.0,74.0,,,-18.0,2.0
680546,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-21,53.0,51.0,,,-18.0,2.0
680547,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-22,49.0,64.0,,,-16.0,3.0
680548,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-23,46.0,61.0,,,-15.0,2.0
680549,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-24,45.0,66.0,,,-17.0,3.0
680550,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-25,55.0,71.0,,,5.0,0.0
680551,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-26,73.0,77.0,,,4.0,
680552,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-27,65.0,69.0,,,-20.0,3.0
680553,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-28,55.0,58.0,,,-19.0,3.0
680554,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-29,48.0,78.0,,,-18.0,3.0
680555,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-30,49.0,83.0,,,-19.0,3.0
680556,CA,Canada,British Columbia,Okanagan-Similkameen,2020-07-31,51.0,96.0,,,-21.0,3.0
680557,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-01,68.0,106.0,,,1.0,0.0
680558,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-02,105.0,111.0,,,5.0,
680559,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-03,73.0,99.0,,,-57.0,7.0
680560,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-04,72.0,84.0,,,-22.0,2.0
680561,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-05,53.0,88.0,,,-20.0,3.0
680562,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-06,52.0,82.0,,,-21.0,4.0
680563,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-07,46.0,83.0,,,-20.0,3.0
680564,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-08,55.0,91.0,,,6.0,0.0
680565,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-09,78.0,97.0,,,6.0,
680566,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-10,64.0,85.0,,,-20.0,2.0
680567,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-11,55.0,63.0,,,-19.0,2.0
680568,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-12,51.0,65.0,,,-18.0,2.0
680569,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-13,51.0,65.0,,,-18.0,2.0
680570,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-14,47.0,65.0,,,-17.0,2.0
680571,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-15,58.0,79.0,,,3.0,0.0
680572,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-16,75.0,91.0,,,5.0,
680573,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-17,,,,,-21.0,3.0
680574,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-18,,,,,-16.0,2.0
680575,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-19,,,,,-19.0,3.0
680576,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-20,,,,,-16.0,2.0
680577,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-21,,,,,-18.0,5.0
680578,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-22,,,,,,0.0
680579,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-24,,,,,-19.0,3.0
680580,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-25,,,,,-16.0,2.0
680581,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-26,,,,,-15.0,2.0
680582,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-27,,,,,-12.0,1.0
680583,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-28,,,,,-16.0,1.0
680584,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-29,,,,,,0.0
680585,CA,Canada,British Columbia,Okanagan-Similkameen,2020-08-31,,,,,-16.0,2.0
680586,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-01,,,,,-13.0,1.0
680587,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-02,,,,,-14.0,2.0
680588,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-03,,,,,-13.0,1.0
680589,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-04,,,,,-18.0,2.0
680590,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-05,,,,,,-1.0
680591,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-07,,,,,-59.0,8.0
680592,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-08,,,,,-16.0,2.0
680593,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-09,,,,,-14.0,2.0
680594,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-10,,,,,-13.0,1.0
680595,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-11,29.0,48.0,,,-14.0,0.0
680596,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-12,34.0,58.0,,,6.0,-1.0
680597,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-13,34.0,59.0,,,-4.0,
680598,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-14,23.0,45.0,,,-13.0,2.0
680599,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-15,22.0,35.0,,,-12.0,2.0
680600,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-16,13.0,34.0,,,-11.0,2.0
680601,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-17,18.0,39.0,,,-10.0,2.0
680602,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-18,19.0,40.0,,,-11.0,2.0
680603,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-19,24.0,44.0,,,3.0,1.0
680604,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-20,39.0,55.0,,,6.0,
680605,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-21,22.0,38.0,,,-12.0,2.0
680606,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-22,22.0,35.0,,,-12.0,1.0
680607,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-23,13.0,37.0,,,-9.0,4.0
680608,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-24,18.0,36.0,,,-7.0,3.0
680609,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-25,16.0,42.0,,,-10.0,4.0
680610,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-26,22.0,45.0,,,7.0,2.0
680611,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-27,34.0,45.0,,,8.0,0.0
680612,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-28,26.0,44.0,,,-13.0,3.0
680613,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-29,20.0,33.0,,,-9.0,2.0
680614,CA,Canada,British Columbia,Okanagan-Similkameen,2020-09-30,14.0,33.0,,,-10.0,2.0
680615,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-01,17.0,37.0,,,-7.0,1.0
680616,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-02,14.0,41.0,,,-10.0,2.0
680617,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-03,23.0,46.0,,,5.0,0.0
680618,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-04,28.0,46.0,,,5.0,0.0
680619,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-05,20.0,43.0,,,-9.0,2.0
680620,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-06,19.0,38.0,,,-10.0,1.0
680621,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-07,11.0,35.0,,,-9.0,2.0
680622,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-08,14.0,47.0,,,-10.0,1.0
680623,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-09,11.0,46.0,,,-14.0,3.0
680624,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-10,18.0,63.0,,,3.0,2.0
680625,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-11,21.0,44.0,,,2.0,1.0
680626,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-12,0.0,30.0,,,-60.0,9.0
680627,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-13,7.0,23.0,,,-16.0,5.0
680628,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-14,7.0,32.0,,,-8.0,3.0
680629,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-15,10.0,29.0,,,-7.0,2.0
680630,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-16,9.0,35.0,,,-10.0,4.0
680631,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-17,9.0,34.0,,,6.0,3.0
680632,CA,Canada,British Columbia,Okanagan-Similkameen,2020-10-18,8.0,29.0,,,-2.0,4.0
680633,CA,Canada,British Columbia,Peace River,2020-02-15,2.0,0.0,7.0,,-3.0,
680634,CA,Canada,British Columbia,Peace River,2020-02-16,12.0,-4.0,-9.0,,-4.0,
680635,CA,Canada,British Columbia,Peace River,2020-02-17,-16.0,-9.0,-19.0,-11.0,-59.0,16.0
680636,CA,Canada,British Columbia,Peace River,2020-02-18,1.0,-2.0,-3.0,11.0,1.0,0.0
680637,CA,Canada,British Columbia,Peace River,2020-02-19,11.0,3.0,4.0,61.0,2.0,-1.0
680638,CA,Canada,British Columbia,Peace River,2020-02-20,18.0,10.0,25.0,,-4.0,0.0
680639,CA,Canada,British Columbia,Peace River,2020-02-21,11.0,5.0,25.0,,1.0,-1.0
680640,CA,Canada,British Columbia,Peace River,2020-02-22,10.0,5.0,,,5.0,
680641,CA,Canada,British Columbia,Peace River,2020-02-23,19.0,6.0,19.0,,1.0,
680642,CA,Canada,British Columbia,Peace River,2020-02-24,5.0,1.0,4.0,11.0,2.0,0.0
680643,CA,Canada,British Columbia,Peace River,2020-02-25,0.0,-2.0,7.0,14.0,4.0,-1.0
680644,CA,Canada,British Columbia,Peace River,2020-02-26,5.0,6.0,5.0,3.0,3.0,-1.0
680645,CA,Canada,British Columbia,Peace River,2020-02-27,7.0,5.0,4.0,9.0,3.0,0.0
680646,CA,Canada,British Columbia,Peace River,2020-02-28,10.0,6.0,10.0,,11.0,-3.0
680647,CA,Canada,British Columbia,Peace River,2020-02-29,0.0,2.0,5.0,,5.0,
680648,CA,Canada,British Columbia,Peace River,2020-03-01,8.0,1.0,-9.0,,1.0,
680649,CA,Canada,British Columbia,Peace River,2020-03-02,7.0,2.0,-1.0,17.0,7.0,1.0
680650,CA,Canada,British Columbia,Peace River,2020-03-03,2.0,-3.0,1.0,15.0,5.0,0.0
680651,CA,Canada,British Columbia,Peace River,2020-03-04,4.0,5.0,-6.0,5.0,5.0,0.0
680652,CA,Canada,British Columbia,Peace River,2020-03-05,4.0,3.0,6.0,8.0,4.0,-1.0
680653,CA,Canada,British Columbia,Peace River,2020-03-06,1.0,-2.0,1.0,7.0,8.0,-1.0
680654,CA,Canada,British Columbia,Peace River,2020-03-07,3.0,0.0,4.0,,7.0,
680655,CA,Canada,British Columbia,Peace River,2020-03-08,6.0,5.0,-1.0,,5.0,
680656,CA,Canada,British Columbia,Peace River,2020-03-09,3.0,0.0,-6.0,7.0,6.0,-1.0
680657,CA,Canada,British Columbia,Peace River,2020-03-10,5.0,-4.0,-1.0,6.0,4.0,0.0
680658,CA,Canada,British Columbia,Peace River,2020-03-11,2.0,10.0,-7.0,16.0,4.0,0.0
680659,CA,Canada,British Columbia,Peace River,2020-03-12,0.0,8.0,-6.0,8.0,2.0,1.0
680660,CA,Canada,British Columbia,Peace River,2020-03-13,9.0,30.0,-8.0,2.0,8.0,-1.0
680661,CA,Canada,British Columbia,Peace River,2020-03-14,-5.0,23.0,-11.0,,-1.0,
680662,CA,Canada,British Columbia,Peace River,2020-03-15,-4.0,16.0,-3.0,,-7.0,
680663,CA,Canada,British Columbia,Peace River,2020-03-16,-1.0,28.0,-17.0,-3.0,-10.0,3.0
680664,CA,Canada,British Columbia,Peace River,2020-03-17,-12.0,15.0,-13.0,-13.0,-16.0,5.0
680665,CA,Canada,British Columbia,Peace River,2020-03-18,-23.0,21.0,-16.0,-10.0,-19.0,8.0
680666,CA,Canada,British Columbia,Peace River,2020-03-19,-28.0,9.0,-19.0,-4.0,-23.0,10.0
680667,CA,Canada,British Columbia,Peace River,2020-03-20,-29.0,6.0,-1.0,-11.0,-22.0,9.0
680668,CA,Canada,British Columbia,Peace River,2020-03-21,-42.0,-3.0,-1.0,,-18.0,
680669,CA,Canada,British Columbia,Peace River,2020-03-22,-46.0,-14.0,-23.0,,-26.0,
680670,CA,Canada,British Columbia,Peace River,2020-03-23,-44.0,-16.0,-43.0,-32.0,-31.0,14.0
680671,CA,Canada,British Columbia,Peace River,2020-03-24,-43.0,-15.0,-26.0,-37.0,-35.0,14.0
680672,CA,Canada,British Columbia,Peace River,2020-03-25,-44.0,-16.0,-18.0,-48.0,-35.0,15.0
680673,CA,Canada,British Columbia,Peace River,2020-03-26,-46.0,-18.0,-22.0,-45.0,-36.0,15.0
680674,CA,Canada,British Columbia,Peace River,2020-03-27,-46.0,-17.0,-31.0,-47.0,-32.0,15.0
680675,CA,Canada,British Columbia,Peace River,2020-03-28,-59.0,-28.0,-44.0,-45.0,-34.0,
680676,CA,Canada,British Columbia,Peace River,2020-03-29,-58.0,-38.0,-45.0,-55.0,-38.0,
680677,CA,Canada,British Columbia,Peace River,2020-03-30,-47.0,-20.0,-50.0,-52.0,-34.0,17.0
680678,CA,Canada,British Columbia,Peace River,2020-03-31,-49.0,-20.0,-38.0,-48.0,-36.0,16.0
680679,CA,Canada,British Columbia,Peace River,2020-04-01,-44.0,-14.0,-34.0,-55.0,-38.0,17.0
680680,CA,Canada,British Columbia,Peace River,2020-04-02,-46.0,-19.0,-33.0,-50.0,-38.0,16.0
680681,CA,Canada,British Columbia,Peace River,2020-04-03,-40.0,-13.0,-23.0,-43.0,-32.0,15.0
680682,CA,Canada,British Columbia,Peace River,2020-04-04,-47.0,-18.0,-22.0,-44.0,-33.0,
680683,CA,Canada,British Columbia,Peace River,2020-04-05,-48.0,-27.0,-23.0,-55.0,-36.0,
680684,CA,Canada,British Columbia,Peace River,2020-04-06,-42.0,-16.0,-34.0,-59.0,-35.0,16.0
680685,CA,Canada,British Columbia,Peace River,2020-04-07,-41.0,-13.0,-28.0,-49.0,-36.0,16.0
680686,CA,Canada,British Columbia,Peace River,2020-04-08,-37.0,-9.0,-33.0,-56.0,-36.0,16.0
680687,CA,Canada,British Columbia,Peace River,2020-04-09,-28.0,6.0,-29.0,-44.0,-38.0,14.0
680688,CA,Canada,British Columbia,Peace River,2020-04-10,-52.0,-18.0,-39.0,-61.0,-69.0,
680689,CA,Canada,British Columbia,Peace River,2020-04-11,-41.0,2.0,-24.0,-50.0,-40.0,
680690,CA,Canada,British Columbia,Peace River,2020-04-12,-57.0,-38.0,-24.0,-61.0,-41.0,
680691,CA,Canada,British Columbia,Peace River,2020-04-13,-45.0,-22.0,-29.0,-63.0,-52.0,20.0
680692,CA,Canada,British Columbia,Peace River,2020-04-14,-38.0,-14.0,-26.0,-47.0,-38.0,15.0
680693,CA,Canada,British Columbia,Peace River,2020-04-15,-32.0,-5.0,-19.0,-58.0,-36.0,15.0
680694,CA,Canada,British Columbia,Peace River,2020-04-16,-37.0,-10.0,-14.0,-41.0,-38.0,15.0
680695,CA,Canada,British Columbia,Peace River,2020-04-17,-34.0,-11.0,-27.0,-43.0,-33.0,15.0
680696,CA,Canada,British Columbia,Peace River,2020-04-18,-34.0,-6.0,14.0,-45.0,-30.0,
680697,CA,Canada,British Columbia,Peace River,2020-04-19,-35.0,-15.0,17.0,-58.0,-36.0,
680698,CA,Canada,British Columbia,Peace River,2020-04-20,-25.0,-2.0,-12.0,-51.0,-33.0,14.0
680699,CA,Canada,British Columbia,Peace River,2020-04-21,-29.0,-17.0,-26.0,-48.0,-35.0,14.0
680700,CA,Canada,British Columbia,Peace River,2020-04-22,-28.0,-4.0,-14.0,-53.0,-34.0,13.0
680701,CA,Canada,British Columbia,Peace River,2020-04-23,-32.0,-8.0,-24.0,-39.0,-34.0,14.0
680702,CA,Canada,British Columbia,Peace River,2020-04-24,-27.0,-4.0,-1.0,-30.0,-32.0,12.0
680703,CA,Canada,British Columbia,Peace River,2020-04-25,-38.0,-7.0,-20.0,-50.0,-30.0,
680704,CA,Canada,British Columbia,Peace River,2020-04-26,-38.0,-16.0,-10.0,-51.0,-35.0,
680705,CA,Canada,British Columbia,Peace River,2020-04-27,-29.0,-5.0,-22.0,-51.0,-32.0,13.0
680706,CA,Canada,British Columbia,Peace River,2020-04-28,-32.0,-11.0,-8.0,-47.0,-33.0,13.0
680707,CA,Canada,British Columbia,Peace River,2020-04-29,-26.0,-1.0,-5.0,-51.0,-35.0,13.0
680708,CA,Canada,British Columbia,Peace River,2020-04-30,-29.0,-5.0,-15.0,-41.0,-35.0,13.0
680709,CA,Canada,British Columbia,Peace River,2020-05-01,-26.0,-5.0,8.0,-35.0,-30.0,10.0
680710,CA,Canada,British Columbia,Peace River,2020-05-02,-29.0,-9.0,,-41.0,-31.0,
680711,CA,Canada,British Columbia,Peace River,2020-05-03,-35.0,-16.0,6.0,-45.0,-33.0,
680712,CA,Canada,British Columbia,Peace River,2020-05-04,-29.0,-8.0,-24.0,-56.0,-31.0,13.0
680713,CA,Canada,British Columbia,Peace River,2020-05-05,-26.0,-4.0,-9.0,-33.0,-32.0,12.0
680714,CA,Canada,British Columbia,Peace River,2020-05-06,-21.0,2.0,3.0,-52.0,-31.0,11.0
680715,CA,Canada,British Columbia,Peace River,2020-05-07,-26.0,-2.0,-18.0,-43.0,-33.0,13.0
680716,CA,Canada,British Columbia,Peace River,2020-05-08,-20.0,3.0,33.0,-32.0,-30.0,9.0
680717,CA,Canada,British Columbia,Peace River,2020-05-09,-22.0,14.0,,,-29.0,
680718,CA,Canada,British Columbia,Peace River,2020-05-10,-29.0,7.0,8.0,-44.0,-31.0,
680719,CA,Canada,British Columbia,Peace River,2020-05-11,-27.0,-3.0,14.0,-49.0,-28.0,10.0
680720,CA,Canada,British Columbia,Peace River,2020-05-12,-23.0,-5.0,17.0,-45.0,-29.0,9.0
680721,CA,Canada,British Columbia,Peace River,2020-05-13,-21.0,9.0,16.0,-50.0,-30.0,9.0
680722,CA,Canada,British Columbia,Peace River,2020-05-14,-25.0,5.0,5.0,-42.0,-32.0,10.0
680723,CA,Canada,British Columbia,Peace River,2020-05-15,-19.0,4.0,36.0,-45.0,-32.0,7.0
680724,CA,Canada,British Columbia,Peace River,2020-05-16,-31.0,-3.0,,-42.0,-34.0,
680725,CA,Canada,British Columbia,Peace River,2020-05-17,-35.0,-10.0,-5.0,-52.0,-35.0,
680726,CA,Canada,British Columbia,Peace River,2020-05-18,-44.0,-12.0,13.0,-68.0,-68.0,
680727,CA,Canada,British Columbia,Peace River,2020-05-19,-18.0,1.0,8.0,-42.0,-30.0,9.0
680728,CA,Canada,British Columbia,Peace River,2020-05-20,-14.0,6.0,-8.0,-49.0,-28.0,10.0
680729,CA,Canada,British Columbia,Peace River,2020-05-21,-18.0,-1.0,-24.0,-39.0,-30.0,12.0
680730,CA,Canada,British Columbia,Peace River,2020-05-22,-19.0,0.0,-10.0,-46.0,-24.0,10.0
680731,CA,Canada,British Columbia,Peace River,2020-05-23,-19.0,-2.0,,,-22.0,
680732,CA,Canada,British Columbia,Peace River,2020-05-24,-20.0,-3.0,28.0,-44.0,-24.0,
680733,CA,Canada,British Columbia,Peace River,2020-05-25,-10.0,-1.0,5.0,-41.0,-26.0,8.0
680734,CA,Canada,British Columbia,Peace River,2020-05-26,-13.0,-11.0,-5.0,-41.0,-26.0,8.0
680735,CA,Canada,British Columbia,Peace River,2020-05-27,-7.0,4.0,12.0,-49.0,-24.0,7.0
680736,CA,Canada,British Columbia,Peace River,2020-05-28,-8.0,4.0,26.0,-31.0,-27.0,7.0
680737,CA,Canada,British Columbia,Peace River,2020-05-29,-9.0,3.0,32.0,-31.0,-22.0,5.0
680738,CA,Canada,British Columbia,Peace River,2020-05-30,-19.0,0.0,35.0,,-18.0,
680739,CA,Canada,British Columbia,Peace River,2020-05-31,-17.0,4.0,20.0,,-17.0,
680740,CA,Canada,British Columbia,Peace River,2020-06-01,-10.0,3.0,6.0,-44.0,-22.0,7.0
680741,CA,Canada,British Columbia,Peace River,2020-06-02,-7.0,8.0,7.0,-33.0,-24.0,6.0
680742,CA,Canada,British Columbia,Peace River,2020-06-03,-7.0,5.0,8.0,-49.0,-24.0,7.0
680743,CA,Canada,British Columbia,Peace River,2020-06-04,-8.0,3.0,15.0,-25.0,-25.0,7.0
680744,CA,Canada,British Columbia,Peace River,2020-06-05,-8.0,7.0,44.0,-35.0,-20.0,4.0
680745,CA,Canada,British Columbia,Peace River,2020-06-06,-20.0,1.0,16.0,-45.0,-21.0,
680746,CA,Canada,British Columbia,Peace River,2020-06-07,-20.0,-2.0,17.0,-46.0,-21.0,
680747,CA,Canada,British Columbia,Peace River,2020-06-08,-11.0,0.0,-7.0,-53.0,-20.0,9.0
680748,CA,Canada,British Columbia,Peace River,2020-06-09,-4.0,0.0,22.0,-29.0,-21.0,5.0
680749,CA,Canada,British Columbia,Peace River,2020-06-10,0.0,10.0,39.0,-32.0,-19.0,5.0
680750,CA,Canada,British Columbia,Peace River,2020-06-11,-3.0,2.0,,-19.0,-21.0,5.0
680751,CA,Canada,British Columbia,Peace River,2020-06-12,-4.0,4.0,40.0,-31.0,-17.0,4.0
680752,CA,Canada,British Columbia,Peace River,2020-06-13,-6.0,2.0,,,-12.0,
680753,CA,Canada,British Columbia,Peace River,2020-06-14,-21.0,-7.0,-16.0,-47.0,-16.0,
680754,CA,Canada,British Columbia,Peace River,2020-06-15,-8.0,3.0,-6.0,-45.0,-21.0,10.0
680755,CA,Canada,British Columbia,Peace River,2020-06-16,-5.0,5.0,9.0,-25.0,-20.0,8.0
680756,CA,Canada,British Columbia,Peace River,2020-06-17,-4.0,12.0,13.0,-35.0,-20.0,7.0
680757,CA,Canada,British Columbia,Peace River,2020-06-18,2.0,19.0,,-2.0,-21.0,4.0
680758,CA,Canada,British Columbia,Peace River,2020-06-19,1.0,19.0,,-20.0,-19.0,1.0
680759,CA,Canada,British Columbia,Peace River,2020-06-20,-10.0,17.0,,,-15.0,
680760,CA,Canada,British Columbia,Peace River,2020-06-21,-4.0,21.0,,,-16.0,
680761,CA,Canada,British Columbia,Peace River,2020-06-22,-2.0,10.0,21.0,-32.0,-22.0,6.0
680762,CA,Canada,British Columbia,Peace River,2020-06-23,1.0,5.0,30.0,-7.0,-23.0,4.0
680763,CA,Canada,British Columbia,Peace River,2020-06-24,7.0,14.0,39.0,-38.0,-21.0,4.0
